2,1,1,1,1,1,1,1,1,1,1,1,1
2,1,4,1,1,1,1,1,1,1,1,1,1
2,1,7,1,1,1,1,1,1,1,1,1,1
2,1,10,1,1,1,1,1,1,1,1,1,1
2,1,13,1,1,1,1,1,1,1,1,1,1
2,1,16,1,1,1,1,1,1,1,1,1,1
2,1,19,1,1,1,1,1,1,1,1,1,1
2,1,22,1,1,1,1,1,1,1,1,1,1
2,1,25,1,1,1,1,1,1,1,1,1,1
2,1,28,1,1,1,1,1,1,1,1,1,1
2,1,31,1,1,1,1,1,1,1,1,1,1
2,1,34,1,1,1,1,1,1,1,1,1,1
2,1,37,1,1,1,1,1,1,1,1,1,1
2,1,40,1,1,1,1,1,1,1,1,1,1
2,1,43,1,1,1,1,1,1,1,1,1,1
2,1,46,1,1,1,1,1,1,1,1,1,1
2,1,49,1,1,1,1,1,1,1,1,1,1
2,1,52,1,1,1,1,1,1,1,1,1,1
2,1,55,1,1,1,1,1,1,1,1,1,1
2,1,58,1,1,1,1,1,1,1,1,1,1
2,1,61,1,1,1,1,1,1,1,1,1,1
2,1,64,1,1,1,1,1,1,1,1,1,1
2,1,67,1,1,1,1,1,1,1,1,1,1
2,1,70,1,1,1,1,1,1,1,1,1,1
2,1,73,1,1,1,1,1,1,1,1,1,1
2,1,76,1,1,1,1,1,1,1,1,1,1
2,1,79,1,1,1,1,1,1,1,1,1,1
2,1,82,1,1,1,1,1,1,1,1,1,1
2,1,85,1,1,1,1,1,1,1,1,1,1
2,1,88,1,1,1,1,1,1,1,1,1,1
2,1,91,1,1,1,1,1,1,1,1,1,1
2,1,94,1,1,1,1,1,1,1,1,1,1
2,1,97,1,1,1,1,1,1,1,1,1,1
2,1,100,1,1,1,1,1,1,1,1,1,1
2,1,103,1,1,1,1,1,1,1,1,1,1
2,1,106,1,1,1,1,1,1,1,1,1,1
2,1,109,1,1,1,1,1,1,1,1,1,1
2,1,112,1,1,1,1,1,1,1,1,1,1
2,1,115,1,1,1,1,1,1,1,1,1,1
2,1,118,1,1,1,1,1,1,1,1,1,1
2,1,121,1,1,1,1,1,1,1,1,1,1
2,1,124,1,1,1,1,1,1,1,1,1,1
2,1,127,1,1,1,1,1,1,1,1,1,1
2,1,130,1,1,1,1,1,1,1,1,1,1
2,1,133,1,1,1,1,1,1,1,1,1,1
2,1,136,1,1,1,1,1,1,1,1,1,1
2,1,139,1,1,1,1,1,1,1,1,1,1
2,1,142,1,1,1,1,1,1,1,1,1,1
2,1,145,1,1,1,1,1,1,1,1,1,1
2,1,148,1,1,1,1,1,1,1,1,1,1
2,1,151,1,1,1,1,1,1,1,1,1,1
2,1,154,1,1,1,1,1,1,1,1,1,1
2,1,157,1,1,1,1,1,1,1,1,1,1
2,1,160,1,1,1,1,1,1,1,1,1,1
2,1,163,1,1,1,1,1,1,1,1,1,1
2,1,166,1,1,1,1,1,1,1,1,1,1
2,1,169,1,1,1,1,1,1,1,1,1,1
2,1,172,1,1,1,1,1,1,1,1,1,1
2,1,175,1,1,1,1,1,1,1,1,1,1
2,1,178,1,1,1,1,1,1,1,1,1,1
2,1,181,1,1,1,1,1,1,1,1,1,1
2,1,184,1,1,1,1,1,1,1,1,1,1
2,1,187,1,1,1,1,1,1,1,1,1,1
2,1,190,1,1,1,1,1,1,1,1,1,1
2,1,193,1,1,1,1,1,1,1,1,1,1
2,1,196,1,1,1,1,1,1,1,1,1,1
2,1,199,1,1,1,1,1,1,1,1,1,1
2,1,202,1,1,1,1,1,1,1,1,1,1
2,2,1,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514
2,2,4,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514
2,2,7,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514
2,2,10,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514
2,2,13,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514
2,2,16,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514
2,2,19,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514
2,2,22,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514
2,2,25,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514
2,2,28,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514
2,2,31,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514
2,2,34,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514
2,2,37,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514
2,2,40,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514
2,2,43,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514
2,2,46,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514
2,2,49,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514
2,2,52,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514
2,2,55,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514
2,2,58,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514
2,2,61,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514
2,2,64,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-1.8611,-1.8611
2,2,67,-2.3514,-2.3514,-2.3514,-2.3514,-2.3514,-1.8611,-1.8611,-1.8611,-1.8611,-1.8611
2,2,70,-2.3514,-2.3514,-1.8611,-1.8611,-1.8611,-1.8611,-1.8611,-1.8611,-1.8611,-1.8611
2,2,73,-1.8611,-1.8611,-1.8611,-1.8611,-1.8611,-1.8611,-1.8611,-1.4425,-1.4425,-1.4425
2,2,76,-1.8611,-1.8611,-1.8611,-1.8611,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425
2,2,79,-1.8611,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425
2,2,82,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425
2,2,85,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425
2,2,88,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425
2,2,91,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425
2,2,94,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425,-0.95226,-0.95226
2,2,97,-1.4425,-1.4425,-1.4425,-1.4425,-1.4425,-0.95226,-0.95226,-0.49024,-0.49024,-0.49024
2,2,100,-1.4425,-1.4425,-0.95226,-0.95226,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,103,-0.95226,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,106,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,109,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,112,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,115,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,118,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,121,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,124,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,127,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,130,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,133,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,136,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,139,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,142,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,145,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,148,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,151,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,154,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,157,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,160,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,163,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,166,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,169,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,172,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,175,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,178,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,181,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,184,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,187,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,190,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,193,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
2,2,196,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024,-0.49024
