10,1,1,1,1,1,1,1,1,1,1
10,1,6,1,1,1,1,1,1,1,1
10,1,11,1,1,1,1,1,1,1,1
10,1,16,1,1,1,1,1,1,1,1
10,1,21,1,1,1,1,1,1,1,1
10,1,26,1,1,1,1,1,1,1,1
10,1,31,1,1,1,1,1,1,1,1
10,1,36,1,1,1,1,1,1,1,1
10,1,41,1,1,1,1,1,1,1,1
10,1,46,1,1,1,1,1,1,1,1
10,1,51,1,1,1,1,1,1,1,1
10,1,56,1,1,1,1,1,1,1,1
10,1,61,1,1,1,1,1,1,1,1
10,1,66,1,1,1,1,1,1,1,1
10,1,71,1,1,1,1,1,1,1,1
10,1,76,1,1,1,1,1,1,1,1
10,1,81,1,1,1,1,1,1,1,1
10,1,86,1,1,1,1,1,1,1,1
10,1,91,1,1,1,1,1,1,1,1
10,1,96,1,1,1,1,1,1,1,1
10,1,101,1,1,1,1,1,1,1,1
10,1,106,1,1,1,1,1,1,1,1
10,1,111,1,1,1,1,1,1,1,1
10,1,116,1,1,1,1,1,1,1,1
10,1,121,1,1,1,1,1,1,1,1
10,1,126,1,1,1,1,1,1,1,1
10,1,131,1,1,1,1,1,1,1,1
10,1,136,1,1,1,1,1,1,1,1
10,1,141,1,1,1,1,1,1,1,1
10,1,146,1,1,1,1,1,1,1,1
10,1,151,1,1,1,1,1,1,1,1
10,1,156,1,1,1,1,1,1,1,1
10,1,161,1,1,1,1,1,1,1,1
10,1,166,1,1,1,1,1,1,1,1
10,1,171,1,1,1,1,1,1,1,1
10,1,176,1,1,1,1,1,1,1,1
10,1,181,1,1,1,1,1,1,1,1
10,1,186,1,1,1,1,1,1,1,1
10,1,191,1,1,1,1,1,1,1,1
10,1,196,1,1,1,1,1,1,1,1
10,1,201,1,1,1,1,1,1,1,1
10,1,206,1,1,1,1,1,1,1,1
10,2,1,0,0,0,0,0,0,0,0
10,2,6,0,0,0,0,0,0,0,0
10,2,11,0,0,0,0,0,0,0,0
10,2,16,0,0,0,0,0,0,0,0
10,2,21,0,0,0,0,0,0,0,0
10,2,26,0,0,0,0,0,0,0,0
10,2,31,0,0,0,0,0,0,0,0
10,2,36,0,0,0,0,0,0,0,0
10,2,41,0,0,0,0,0,0,0,0
10,2,46,0,0,0,0,0,0,0,0
10,2,51,0,0,0,0,0,0,0,0
10,2,56,0,0,0,0,0,0,0,0
10,2,61,0,0,0,0,0,0,0,0
10,2,66,0,0,0,0,0,0,0,0
10,2,71,0,0,0,0,0,0,0,0
10,2,76,0,0,0,0,0,0,0,0
10,2,81,0,0,0,0,0,0,0,0
10,2,86,0,0,0,0,0,0,0,0
10,2,91,0,0,0,0,0,0,0,0
10,2,96,0,0,0,0,0,0,0,0
10,2,101,0,0,0,0,0,0,0,0
10,2,106,0,0,0,0,0,0,0,0
10,2,111,0,0,0,0,0,0,0,0
10,2,116,0,0,0,0,0,0,0,0
10,2,121,0,0,0,0,0,0,0,0
10,2,126,0,0,0,0,0,0,0,0
10,2,131,0,0,0,0,0,0,0,0
10,2,136,0,0,0,0,0,0,0,0
10,2,141,0,0,0,0,0,0,0,0
10,2,146,0,0,0,0,0,0,0,0
10,2,151,0,0,0,0,0,0,0,0
10,2,156,0,0,0,0,0,0,0,0
10,2,161,0,0,0,0,0,0,0,0
10,2,166,0,0,0,0,0,0,0,0
10,2,171,0,0,0,0,0,0,0,0
10,2,176,0,0,0,0,0,0,0,0
10,2,181,0,0,0,0,0,0,0,0
10,2,186,0,0,0,0,0,0,0,0
10,2,191,0,0,0,0,0,0,0,0
10,2,196,0,0,0,0,0,0,0,0
10,2,201,0,0,0,0,0,0,0,0
10,2,206,0,0,0,0,0,0,0,0
10,3,1,0,0,0,0,0,0,0,0
10,3,6,0,0,0,0,0,0,0,0
10,3,11,0,0,0,0,0,0,0,0
10,3,16,0,0,0,0,0,0,0,0
10,3,21,0,0,0,0,0,0,0,0
10,3,26,0,0,0,0,0,0,0,0
10,3,31,0,0,0,0,0,0,0,0
10,3,36,0,0,0,0,0,0,0,0
10,3,41,0,0,0,0,0,0,0,0
10,3,46,0,0,0,0,0,0,0,0
10,3,51,0,0,0,0,0,0,0,0
10,3,56,0,0,0,0,0,0,0,0
10,3,61,0,0,0,0,0,0,0,0
10,3,66,0,0,0,0,0,0,0,0
10,3,71,0,0,0,0,0,0,0,0
10,3,76,0,0,0,0,0,0,0,0
10,3,81,0,0,0,0,0,0,0,0
10,3,86,0,0,0,0,0,0,0,0
10,3,91,0,0,0,0,0,0,0,0
10,3,96,0,0,0,0,0,0,0,0
10,3,101,0,0,0,0,0,0,0,0
10,3,106,0,0,0,0,0,0,0,0
10,3,111,0,0,0,0,0,0,0,0
10,3,116,0,0,0,0,0,0,0,0
10,3,121,0,0,0,0,0,0,0,0
10,3,126,0,0,0,0,0,0,0,0
10,3,131,0,0,0,0,0,0,0,0
10,3,136,0,0,0,0,0,0,0,0
10,3,141,0,0,0,0,0,0,0,0
10,3,146,0,0,0,0,0,0,0,0
10,3,151,0,0,0,0,0,0,0,0
10,3,156,0,0,0,0,0,0,0,0
10,3,161,0,0,0,0,0,0,0,0
10,3,166,0,0,0,0,0,0,0,0
10,3,171,0,0,0,0,0,0,0,0
10,3,176,0,0,0,0,0,0,0,0
